customer_id,tenure_months,contract_type,monthly_bill,data_used_gb,support_calls,is_senior,payment_method,churn
1565,24,one_year,108.26,19.3,1,0,bank_transfer,0
1151,15,month-to-month,84.97,8.0,2,1,credit_card,1
791,66,two_year,78.85,20.1,1,0,bank_transfer,0
117,60,one_year,97.36,18.8,1,0,debit,0
741,27,one_year,,1.5,1,0,debit,0
1712,55,one_year,51.26,7.7,1,0,bank_transfer,0
1082,42,month-to-month,47.97,13.1,2,0,debit,0
831,52,month-to-month,106.96,,3,0,cheque,1
120,16,one_year,84.89,3.8,0,0,debit,0
657,35,one_year,25.66,14.8,1,0,bank_transfer,0
1933,15,month-to-month,62.84,6.7,1,0,credit_card,1
636,37,month-to-month,61.52,6.8,1,0,credit_card,1
370,17,one_year,50.71,23.9,4,0,credit_card,1
269,35,one_year,65.73,12.9,1,0,bank_transfer,0
656,55,month-to-month,84.17,29.5,2,0,debit,1
936,56,one_year,87.83,18.3,1,0,debit,0
823,19,month-to-month,71.12,5.5,1,0,cheque,1
867,1,month-to-month,31.53,10.1,2,0,debit,1
47,35,month-to-month,82.76,15.9,2,0,credit_card,0
1374,8,two_year,22.82,4.6,1,0,debit,0
1730,13,month-to-month,59.78,20.4,2,0,bank_transfer,1
992,21,month-to-month,65.54,6.0,2,0,debit,1
877,8,two_year,,4.0,2,0,debit,1
774,57,one_year,103.58,12.9,0,0,credit_card,0
1220,53,one_year,75.78,7.8,1,1,bank_transfer,0
1923,31,two_year,63.08,17.6,0,0,debit,0
5,4,two_year,79.99,9.7,1,0,debit,0
1004,49,one_year,50.61,40.5,1,0,bank_transfer,0
1746,23,month-to-month,,8.5,1,0,credit_card,0
264,10,two_year,76.59,20.0,2,0,cheque,1
1589,57,month-to-month,30.07,2.8,1,0,credit_card,1
1854,39,one_year,31.62,14.4,3,1,debit,0
444,54,two_year,106.73,1.7,1,0,cheque,1
1003,18,month-to-month,34.04,6.4,2,0,credit_card,1
1078,52,month-to-month,22.01,18.2,0,0,bank_transfer,0
838,16,month-to-month,45.33,12.5,2,0,credit_card,0
1814,20,two_year,,6.3,0,0,cheque,0
305,52,two_year,38.77,11.6,2,0,bank_transfer,0
1366,45,one_year,63.9,15.5,2,0,cheque,0
1577,9,month-to-month,61.44,13.7,1,0,bank_transfer,0
314,59,month-to-month,97.67,8.4,2,1,credit_card,1
150,23,one_year,52.65,16.8,2,0,cheque,0
1149,31,two_year,98.1,8.7,1,0,credit_card,0
1214,13,month-to-month,61.71,12.3,1,0,cheque,1
575,37,two_year,44.12,5.7,1,0,cheque,1
51,42,one_year,99.92,19.9,0,1,bank_transfer,0
1572,29,month-to-month,75.71,7.6,0,1,credit_card,1
727,50,month-to-month,20.05,25.9,1,0,cheque,0
834,12,month-to-month,77.12,23.8,3,1,cheque,1
1378,9,month-to-month,69.58,23.6,1,0,debit,1
1116,7,month-to-month,69.31,19.8,3,1,credit_card,1
1167,72,month-to-month,107.05,13.9,1,1,bank_transfer,0
471,23,month-to-month,35.14,5.4,1,0,debit,0
972,62,one_year,,10.5,0,0,debit,0
654,14,one_year,102.07,13.2,0,0,cheque,0
400,19,month-to-month,33.38,3.9,2,0,debit,0
512,5,month-to-month,107.24,,1,0,credit_card,1
321,12,one_year,109.57,7.8,2,1,debit,0
20,40,month-to-month,99.83,19.2,3,0,debit,0
685,32,one_year,106.22,7.7,1,0,cheque,1
36,39,month-to-month,23.44,2.6,0,0,debit,0
903,63,one_year,27.97,11.6,0,1,cheque,0
1802,51,month-to-month,103.08,18.4,1,1,bank_transfer,1
828,53,month-to-month,56.9,2.1,2,0,cheque,1
1820,33,month-to-month,67.99,18.1,0,0,bank_transfer,1
408,15,two_year,41.71,4.4,3,0,debit,0
921,58,one_year,39.97,7.1,2,0,bank_transfer,0
538,46,month-to-month,42.81,6.8,0,0,credit_card,0
759,38,two_year,43.08,10.6,0,0,cheque,0
1930,51,month-to-month,91.25,3.7,4,1,credit_card,1
1063,22,month-to-month,39.03,9.4,0,0,cheque,0
1200,38,month-to-month,46.08,9.6,0,0,bank_transfer,0
246,49,one_year,64.84,6.7,1,0,credit_card,0
1417,10,one_year,42.79,13.5,1,1,cheque,0
1128,27,one_year,52.46,12.4,1,0,bank_transfer,1
785,24,two_year,87.93,7.9,0,0,cheque,0
1765,64,month-to-month,102.21,18.9,3,0,bank_transfer,0
490,35,one_year,76.45,20.7,2,0,bank_transfer,0
155,50,month-to-month,59.82,16.3,0,0,credit_card,0
962,39,one_year,96.02,5.7,0,0,cheque,0
854,67,two_year,22.26,6.5,2,0,cheque,0
1312,7,one_year,100.1,11.8,5,0,credit_card,1
626,23,one_year,57.74,7.9,0,0,credit_card,1
686,25,one_year,70.38,14.0,1,0,debit,0
1581,43,month-to-month,94.4,9.1,1,0,credit_card,0
570,67,one_year,,21.0,4,0,credit_card,1
1934,11,one_year,106.36,12.9,1,0,credit_card,1
18,11,one_year,47.25,10.5,3,0,debit,0
128,23,one_year,73.66,10.8,1,0,bank_transfer,0
1347,33,month-to-month,74.87,6.1,0,0,credit_card,0
1280,32,month-to-month,52.04,7.4,1,1,debit,1
1994,37,month-to-month,83.11,1.2,2,0,bank_transfer,1
928,28,one_year,41.99,14.0,1,0,cheque,0
981,39,month-to-month,83.87,12.0,2,0,bank_transfer,1
1990,1,two_year,49.85,4.3,0,0,cheque,0
191,42,two_year,93.61,19.0,0,1,credit_card,0
1140,31,two_year,78.83,2.8,2,0,bank_transfer,0
993,33,month-to-month,41.3,1.4,1,1,credit_card,1
1981,12,one_year,64.21,13.7,0,0,cheque,0
1677,64,month-to-month,62.86,,2,0,bank_transfer,1
607,18,one_year,102.53,9.1,0,0,bank_transfer,0
181,20,one_year,34.44,8.0,1,0,cheque,0
302,9,one_year,23.07,28.1,0,0,debit,0
497,1,one_year,70.97,15.1,2,1,credit_card,1
1717,72,month-to-month,33.75,15.3,0,1,credit_card,0
1731,14,one_year,86.9,19.8,1,0,cheque,1
1682,9,one_year,76.46,3.7,3,0,debit,1
1658,43,month-to-month,65.5,5.6,1,0,credit_card,0
518,12,one_year,100.98,17.2,0,0,bank_transfer,0
1324,15,month-to-month,51.99,12.1,1,0,cheque,0
1070,60,month-to-month,67.47,18.4,1,0,bank_transfer,0
477,54,one_year,71.12,16.3,2,0,debit,1
158,26,month-to-month,31.06,8.8,3,0,cheque,1
1244,13,month-to-month,103.9,4.0,1,0,bank_transfer,1
1196,27,one_year,27.62,19.8,0,0,cheque,1
17,9,month-to-month,20.22,9.0,2,0,cheque,1
1536,7,one_year,69.04,10.1,1,0,debit,1
1073,34,one_year,92.97,11.8,2,0,debit,0
1997,26,month-to-month,67.07,22.9,1,0,bank_transfer,1
547,57,month-to-month,98.98,19.6,1,1,cheque,0
1540,18,two_year,62.53,34.8,0,0,credit_card,1
659,57,month-to-month,48.79,3.0,1,0,cheque,0
1645,56,one_year,65.91,5.5,0,0,bank_transfer,0
1020,54,one_year,76.48,10.2,1,0,credit_card,0
1683,3,month-to-month,68.32,13.5,0,0,bank_transfer,1
1505,64,one_year,106.5,21.3,1,0,credit_card,0
960,58,one_year,28.8,1.5,2,0,bank_transfer,0
1907,3,one_year,97.19,23.1,0,0,debit,1
284,45,month-to-month,26.94,10.3,2,0,credit_card,0
798,64,month-to-month,83.05,5.1,1,1,credit_card,0
1646,14,month-to-month,85.16,17.5,5,0,debit,1
226,22,one_year,30.87,13.5,3,0,cheque,1
27,58,month-to-month,84.26,6.0,1,0,debit,0
1794,15,one_year,51.8,16.2,4,0,cheque,1
438,53,one_year,93.48,8.4,1,0,bank_transfer,0
1974,40,month-to-month,32.07,17.5,2,0,credit_card,1
1389,25,two_year,75.08,14.5,2,0,credit_card,0
230,1,two_year,107.42,12.3,1,0,debit,0
38,46,one_year,94.05,3.8,0,0,credit_card,0
750,21,month-to-month,41.99,9.6,2,0,debit,1
1046,5,month-to-month,23.88,6.4,1,0,debit,1
1399,57,two_year,56.54,3.8,2,0,bank_transfer,0
470,64,one_year,52.63,12.3,2,0,debit,0
1714,54,month-to-month,75.6,2.4,0,0,cheque,0
1993,55,month-to-month,53.92,26.3,1,0,debit,0
688,1,month-to-month,98.01,21.1,1,0,bank_transfer,0
1867,2,month-to-month,102.78,13.3,1,1,cheque,1
640,39,one_year,68.33,7.6,3,0,bank_transfer,1
1742,68,month-to-month,64.35,8.4,2,0,cheque,0
1219,10,two_year,82.5,13.5,1,0,debit,0
1159,56,one_year,89.85,8.0,3,0,cheque,0
1416,18,month-to-month,66.27,11.6,2,0,cheque,1
1528,60,two_year,83.08,14.9,1,0,bank_transfer,0
1684,35,month-to-month,64.57,12.4,2,0,debit,0
1301,58,month-to-month,56.28,6.9,2,0,credit_card,0
1931,29,month-to-month,70.45,,0,0,credit_card,0
801,62,month-to-month,42.36,7.2,0,0,credit_card,0
1604,3,month-to-month,46.48,10.7,2,0,credit_card,1
161,22,month-to-month,82.98,14.6,1,0,bank_transfer,1
957,52,one_year,,22.5,0,1,debit,0
1187,27,two_year,95.56,25.1,0,0,debit,0
822,4,one_year,51.57,10.7,1,0,credit_card,0
1703,51,month-to-month,75.8,3.3,1,0,bank_transfer,0
878,56,one_year,96.7,11.4,1,0,bank_transfer,0
914,11,month-to-month,63.09,9.7,1,0,debit,0
153,48,two_year,60.96,14.0,0,0,cheque,0
1860,68,one_year,36.23,16.6,1,0,debit,0
1800,58,two_year,25.46,7.2,3,0,credit_card,0
510,4,one_year,72.38,10.8,2,0,credit_card,1
1136,40,one_year,42.14,19.4,1,0,bank_transfer,0
1251,65,month-to-month,47.51,5.1,4,0,cheque,0
1685,32,month-to-month,55.03,7.7,1,1,bank_transfer,1
104,3,two_year,74.81,13.2,1,0,cheque,1
1446,31,two_year,83.81,8.7,2,1,bank_transfer,0
1444,15,one_year,33.96,16.8,0,0,bank_transfer,0
1761,46,month-to-month,24.35,6.8,1,0,cheque,0
587,56,month-to-month,80.18,11.5,1,0,credit_card,0
1792,55,month-to-month,88.4,12.1,3,0,credit_card,0
1144,17,month-to-month,30.23,8.9,1,0,bank_transfer,0
54,63,month-to-month,102.19,15.7,1,0,bank_transfer,1
152,66,one_year,89.6,,0,0,debit,0
404,16,month-to-month,72.27,,1,0,debit,1
1968,10,two_year,87.78,6.4,1,0,bank_transfer,0
208,43,month-to-month,68.8,7.5,4,0,cheque,0
1920,69,month-to-month,91.93,8.5,2,0,debit,1
1123,49,month-to-month,27.58,16.2,0,0,bank_transfer,0
1909,22,month-to-month,76.4,16.5,4,0,credit_card,1
9,58,one_year,54.47,7.2,1,0,cheque,0
1015,70,one_year,47.18,29.7,1,0,cheque,0
1819,34,month-to-month,66.78,6.9,0,0,debit,0
1061,23,month-to-month,38.77,9.6,1,1,credit_card,1
453,28,two_year,86.31,,0,0,bank_transfer,0
1676,23,one_year,21.12,17.6,1,0,credit_card,0
254,44,one_year,78.14,2.7,3,0,cheque,0
1328,32,two_year,83.14,,0,0,credit_card,0
897,52,month-to-month,44.27,10.9,1,0,cheque,0
1756,32,two_year,60.55,0.8,0,0,debit,0
881,71,month-to-month,30.92,8.9,1,0,cheque,0
1596,69,two_year,53.06,24.1,2,0,bank_transfer,0
1914,30,month-to-month,44.72,9.7,0,0,debit,0
624,54,one_year,35.55,29.1,0,0,cheque,0
346,25,month-to-month,50.43,7.0,1,0,credit_card,0
1724,49,month-to-month,103.04,6.8,2,0,debit,0
263,24,month-to-month,47.36,14.9,0,0,credit_card,0
1635,39,one_year,79.22,12.0,2,0,debit,1
1322,72,one_year,,8.1,3,0,cheque,0
1439,57,month-to-month,85.96,8.1,2,0,cheque,1
151,72,month-to-month,,3.1,0,0,cheque,0
473,58,month-to-month,100.52,10.0,1,0,cheque,0
641,61,month-to-month,89.17,16.6,2,0,cheque,0
1732,23,month-to-month,102.68,8.5,0,1,debit,0
1908,17,month-to-month,101.39,13.5,3,1,bank_transfer,0
551,42,one_year,64.91,10.3,0,0,credit_card,0
1803,30,month-to-month,72.46,15.1,2,0,debit,1
929,46,month-to-month,88.68,2.8,1,0,debit,0
489,53,two_year,27.96,3.6,1,0,debit,0
1835,4,month-to-month,26.32,15.9,1,0,debit,1
1172,12,month-to-month,77.06,6.6,2,1,debit,1
147,23,month-to-month,52.55,8.9,2,0,cheque,1
1913,27,two_year,20.91,20.9,0,1,bank_transfer,0
1954,47,two_year,90.18,22.9,2,0,cheque,0
403,47,month-to-month,80.72,12.0,1,0,cheque,0
955,22,month-to-month,56.56,6.5,0,0,debit,0
1903,49,month-to-month,,15.1,3,1,debit,1
660,66,two_year,90.37,22.0,1,0,cheque,0
1373,7,month-to-month,79.89,38.2,2,0,bank_transfer,1
464,54,two_year,80.37,11.2,3,0,bank_transfer,0
1350,22,one_year,101.99,9.8,0,0,bank_transfer,1
187,39,two_year,92.51,5.8,2,0,credit_card,0
1148,51,one_year,50.58,5.5,1,0,cheque,0
1225,14,month-to-month,47.69,23.2,3,0,debit,1
609,20,two_year,28.62,3.5,3,1,cheque,1
144,41,two_year,27.72,13.3,2,0,credit_card,0
752,36,one_year,79.48,22.6,3,0,debit,1
1535,55,month-to-month,55.17,10.3,0,0,bank_transfer,0
982,22,one_year,74.58,5.7,1,1,cheque,0
198,45,one_year,41.75,14.9,2,0,cheque,0
1634,22,month-to-month,74.26,8.8,0,0,credit_card,0
884,25,one_year,76.8,3.9,1,0,debit,0
280,59,month-to-month,,12.8,2,0,cheque,0
294,46,month-to-month,101.12,8.9,2,0,credit_card,1
1847,56,month-to-month,57.61,14.7,1,0,bank_transfer,0
401,18,one_year,52.36,10.2,1,0,cheque,0
123,45,month-to-month,32.55,6.8,1,0,credit_card,0
1208,28,month-to-month,28.13,14.2,1,0,debit,0
203,44,month-to-month,100.07,13.7,0,0,cheque,0
1463,56,one_year,37.63,5.0,1,0,debit,0
836,60,two_year,31.49,2.2,2,0,bank_transfer,0
247,55,month-to-month,100.01,2.7,1,0,credit_card,0
1440,38,one_year,66.0,2.5,1,0,bank_transfer,0
1734,8,two_year,43.73,3.3,3,1,debit,1
1776,29,two_year,95.24,9.3,2,0,debit,1
1927,60,one_year,93.79,10.1,1,0,cheque,0
1708,72,one_year,39.66,11.7,2,0,cheque,0
1906,62,month-to-month,,13.2,0,0,debit,0
1154,48,month-to-month,27.01,14.7,1,0,credit_card,0
1662,9,two_year,91.36,16.7,0,0,cheque,0
1427,52,one_year,91.54,11.5,1,0,debit,0
385,3,month-to-month,89.22,3.5,0,0,credit_card,1
1781,37,one_year,41.79,,1,0,debit,0
855,53,one_year,44.55,6.9,1,0,debit,0
1590,55,month-to-month,36.78,22.4,0,1,credit_card,0
220,72,month-to-month,85.18,6.3,2,0,bank_transfer,0
642,30,month-to-month,99.45,5.4,1,1,debit,1
2,47,one_year,,14.0,0,1,cheque,0
113,29,two_year,78.51,11.2,2,1,credit_card,0
699,61,one_year,66.42,10.0,0,0,cheque,0
1941,31,month-to-month,,39.9,1,0,credit_card,0
952,44,two_year,40.61,13.1,3,0,cheque,1
1649,50,month-to-month,38.18,7.4,3,0,credit_card,0
1637,21,two_year,85.05,11.3,1,0,cheque,0
1771,49,one_year,85.84,9.6,1,0,debit,0
1411,60,month-to-month,65.83,5.3,1,0,debit,0
1410,49,month-to-month,45.44,15.3,2,0,credit_card,0
1534,18,one_year,88.02,5.0,2,0,credit_card,1
1292,63,one_year,81.92,9.0,1,0,bank_transfer,0
1832,41,one_year,80.39,20.9,0,1,cheque,0
442,72,one_year,39.18,13.5,0,0,debit,0
1521,49,month-to-month,92.1,8.7,0,0,cheque,0
1137,35,month-to-month,,3.3,2,0,cheque,1
1716,41,month-to-month,64.66,10.1,1,1,credit_card,0
1257,45,month-to-month,57.79,7.5,1,0,credit_card,1
1888,65,one_year,29.45,3.9,2,0,credit_card,0
1632,7,one_year,100.05,6.7,3,1,credit_card,0
1696,8,one_year,67.15,18.8,1,0,bank_transfer,1
1398,58,two_year,,4.2,2,0,bank_transfer,0
664,68,month-to-month,109.3,3.2,1,0,bank_transfer,0
1859,48,month-to-month,51.04,14.9,1,0,credit_card,0
1258,64,month-to-month,62.76,3.2,2,0,credit_card,0
1878,23,one_year,72.27,16.5,0,0,debit,1
1701,31,month-to-month,65.79,15.3,1,0,cheque,1
318,44,two_year,72.73,2.8,1,1,credit_card,1
649,58,two_year,74.64,6.7,0,0,cheque,0
1435,25,month-to-month,103.13,15.9,0,0,debit,0
1480,52,month-to-month,45.03,6.2,1,0,bank_transfer,1
710,54,one_year,92.79,16.6,3,0,cheque,0
1383,12,one_year,40.75,4.0,1,1,credit_card,0
1283,53,two_year,61.92,39.8,1,0,cheque,0
1769,13,month-to-month,49.93,5.2,1,0,credit_card,0
973,34,month-to-month,97.3,23.4,1,0,bank_transfer,1
628,9,month-to-month,79.34,12.8,0,0,credit_card,0
633,70,one_year,86.01,5.4,3,1,bank_transfer,1
1307,29,month-to-month,53.53,8.1,0,0,cheque,1
1401,67,month-to-month,68.95,7.4,2,0,bank_transfer,0
1409,14,two_year,21.44,9.6,1,1,cheque,0
1249,47,one_year,84.53,8.8,1,0,bank_transfer,0
1978,17,one_year,54.66,10.7,4,0,cheque,0
1255,30,two_year,52.34,3.1,2,0,cheque,0
1497,6,month-to-month,101.19,5.2,0,0,cheque,1
1372,71,month-to-month,32.4,6.7,0,0,debit,0
1530,9,one_year,,10.3,1,0,bank_transfer,0
1664,38,one_year,61.19,12.6,0,0,credit_card,0
1355,57,month-to-month,29.0,8.1,0,0,credit_card,0
1951,18,two_year,31.52,15.1,1,0,bank_transfer,0
1926,65,month-to-month,72.75,15.3,2,0,cheque,0
1644,21,month-to-month,32.29,10.0,1,1,cheque,1
1873,29,one_year,61.94,12.3,3,1,credit_card,0
796,40,two_year,67.51,12.1,1,0,cheque,0
646,68,one_year,95.74,19.0,1,0,credit_card,0
1013,53,one_year,,17.1,0,0,credit_card,0
1893,59,one_year,87.61,8.5,3,0,bank_transfer,0
557,3,month-to-month,76.54,7.8,0,0,credit_card,0
682,21,one_year,104.19,13.1,2,0,credit_card,1
578,21,one_year,48.84,14.3,1,0,bank_transfer,0
1110,32,one_year,50.34,7.7,1,0,debit,0
1267,29,one_year,74.41,12.3,2,0,credit_card,1
1723,59,month-to-month,35.86,8.5,0,0,debit,0
1184,59,two_year,81.96,4.5,1,0,cheque,0
525,10,one_year,96.71,10.4,1,0,debit,0
1060,65,two_year,21.18,17.3,0,0,debit,0
541,15,month-to-month,55.48,15.6,1,0,bank_transfer,1
1195,57,month-to-month,,10.6,1,0,bank_transfer,1
1679,59,two_year,33.53,17.1,1,0,debit,0
749,57,month-to-month,95.61,7.4,0,0,cheque,0
1876,61,two_year,32.69,4.2,3,0,credit_card,0
1431,34,one_year,88.68,3.0,0,0,debit,0
485,68,one_year,26.45,3.0,4,0,bank_transfer,0
1758,44,month-to-month,42.26,7.8,3,0,debit,1
96,3,two_year,97.96,10.7,2,0,bank_transfer,1
1021,64,month-to-month,85.98,6.5,1,0,credit_card,1
564,53,month-to-month,34.81,16.9,1,0,debit,0
1265,27,one_year,100.18,17.7,1,0,debit,0
743,10,month-to-month,86.46,3.7,1,0,cheque,0
864,44,two_year,55.35,14.4,0,1,credit_card,0
1599,61,one_year,84.57,14.1,1,0,debit,0
1715,59,one_year,22.39,18.0,0,1,credit_card,0
1485,64,one_year,57.25,3.6,0,0,debit,0
892,64,month-to-month,45.66,17.6,1,0,bank_transfer,0
1578,14,two_year,32.11,19.5,1,1,cheque,0
1039,31,month-to-month,57.91,4.4,1,0,bank_transfer,1
207,40,month-to-month,26.26,21.4,1,0,debit,0
393,21,month-to-month,,9.5,2,0,credit_card,1
795,28,month-to-month,68.31,14.5,1,0,bank_transfer,1
871,54,month-to-month,26.03,,1,1,bank_transfer,0
398,52,month-to-month,59.46,6.5,1,0,cheque,0
767,30,one_year,86.12,7.2,3,0,credit_card,1
1865,2,month-to-month,53.01,2.7,0,0,debit,1
1242,28,month-to-month,109.0,38.3,0,1,bank_transfer,0
1029,54,month-to-month,79.78,28.8,1,0,debit,1
1793,38,two_year,23.39,13.0,1,0,bank_transfer,0
643,14,month-to-month,48.83,4.7,0,0,bank_transfer,0
1917,26,month-to-month,105.76,20.1,0,1,bank_transfer,0
613,45,month-to-month,109.78,8.8,2,0,credit_card,0
1763,67,two_year,91.28,16.8,4,1,credit_card,0
961,26,two_year,76.91,8.9,2,1,cheque,0
1571,32,month-to-month,42.36,3.6,0,0,credit_card,0
726,20,month-to-month,45.29,21.6,0,0,bank_transfer,0
684,17,month-to-month,28.27,6.5,0,0,credit_card,0
99,48,one_year,41.02,20.9,3,0,credit_card,0
805,59,one_year,33.24,10.4,0,1,debit,0
1752,5,month-to-month,71.9,22.5,2,0,credit_card,0
1598,30,one_year,90.45,15.7,2,0,debit,0
407,18,one_year,80.03,11.7,1,0,cheque,1
503,70,two_year,49.55,3.7,2,0,bank_transfer,0
1072,63,two_year,22.41,6.4,2,1,cheque,0
1057,50,month-to-month,73.09,4.8,0,0,credit_card,1
930,34,one_year,77.48,42.4,3,0,cheque,0
780,20,two_year,21.98,2.7,1,0,bank_transfer,1
1864,48,one_year,35.74,1.6,1,0,credit_card,0
201,58,month-to-month,64.31,26.4,3,0,debit,1
135,42,month-to-month,54.91,13.3,0,1,debit,0
1052,61,month-to-month,93.34,26.4,0,0,bank_transfer,0
41,40,one_year,53.74,13.6,3,0,debit,0
1018,26,one_year,78.52,20.3,0,0,debit,0
231,1,one_year,61.02,14.6,0,0,debit,0
1514,42,one_year,40.43,4.0,0,0,bank_transfer,0
1797,20,month-to-month,,17.2,2,0,cheque,1
379,60,two_year,24.26,16.1,1,0,debit,0
289,6,month-to-month,108.47,16.3,1,0,debit,0
419,38,one_year,94.16,24.2,0,0,debit,1
1699,20,month-to-month,61.18,,1,0,cheque,0
392,47,month-to-month,25.8,4.0,0,0,credit_card,0
593,60,month-to-month,94.6,11.2,2,0,credit_card,1
1523,57,month-to-month,84.26,9.2,0,0,credit_card,0
1163,37,month-to-month,41.32,24.0,1,0,credit_card,0
1087,20,month-to-month,80.12,11.2,0,0,cheque,0
1496,39,one_year,81.02,10.3,1,1,cheque,0
648,68,month-to-month,105.66,6.6,1,0,credit_card,0
1153,61,two_year,64.38,22.1,0,0,cheque,0
1368,21,two_year,,12.9,1,0,cheque,0
521,14,month-to-month,23.96,23.4,4,0,bank_transfer,1
1863,41,month-to-month,31.78,16.6,1,0,debit,1
1881,17,one_year,89.41,4.0,0,0,bank_transfer,0
65,48,two_year,35.38,10.2,1,0,debit,0
1837,10,one_year,86.29,2.5,1,1,bank_transfer,0
15,37,one_year,62.09,14.0,1,0,cheque,0
1181,8,one_year,99.36,5.7,0,0,credit_card,0
1065,64,two_year,91.07,17.1,1,1,cheque,0
493,39,one_year,78.41,8.5,1,1,credit_card,0
380,21,one_year,27.19,7.7,0,0,credit_card,0
188,55,month-to-month,106.39,9.7,1,0,credit_card,0
764,35,two_year,76.8,20.0,2,0,cheque,0
217,29,one_year,55.13,11.0,0,0,credit_card,1
792,24,month-to-month,98.13,6.1,2,0,bank_transfer,1
1077,53,month-to-month,83.21,11.9,3,1,cheque,1
879,14,two_year,108.31,30.9,1,1,cheque,1
338,33,one_year,93.14,40.7,1,0,credit_card,0
1773,48,month-to-month,47.41,8.1,0,0,cheque,1
720,32,month-to-month,59.17,23.3,1,1,credit_card,0
1749,8,one_year,81.1,9.7,3,0,bank_transfer,1
296,69,month-to-month,37.75,6.9,0,0,bank_transfer,0
1726,33,one_year,68.14,13.9,2,1,debit,0
1017,37,month-to-month,89.11,19.2,3,0,debit,1
1276,38,month-to-month,32.41,13.0,0,0,credit_card,0
1751,59,one_year,108.7,4.6,1,0,cheque,0
1486,41,one_year,71.47,11.5,0,0,bank_transfer,0
456,29,one_year,29.35,3.0,1,0,debit,0
1665,38,one_year,76.64,17.9,0,0,credit_card,0
816,11,month-to-month,28.17,31.0,0,0,cheque,1
1887,57,month-to-month,104.01,7.3,3,0,credit_card,0
270,47,month-to-month,105.51,8.5,2,0,credit_card,1
996,30,month-to-month,69.37,5.2,1,1,cheque,0
202,31,month-to-month,22.1,8.0,1,0,bank_transfer,1
162,24,month-to-month,75.46,8.8,0,0,debit,0
1580,12,month-to-month,88.01,8.3,0,0,cheque,1
730,20,month-to-month,42.73,8.3,2,0,cheque,0
402,5,month-to-month,51.33,17.3,0,0,debit,1
703,2,month-to-month,98.9,17.2,1,0,debit,1
1501,14,two_year,97.48,13.2,1,0,debit,1
1846,50,month-to-month,45.17,3.4,3,0,debit,0
1796,59,two_year,94.36,8.8,4,0,bank_transfer,1
1130,28,month-to-month,87.37,6.1,1,0,bank_transfer,1
566,48,month-to-month,68.68,7.9,0,1,debit,0
1414,66,month-to-month,106.64,8.3,4,0,bank_transfer,1
1022,26,one_year,34.01,6.9,1,1,credit_card,0
1026,17,two_year,102.11,16.2,1,0,bank_transfer,1
1412,59,one_year,84.28,13.0,2,0,credit_card,0
1896,25,month-to-month,35.96,9.1,1,1,bank_transfer,0
1586,65,month-to-month,78.56,,5,0,bank_transfer,1
1105,29,two_year,30.97,13.0,2,0,cheque,0
206,17,two_year,81.93,,2,0,bank_transfer,1
35,66,month-to-month,33.28,7.8,0,0,cheque,0
776,50,month-to-month,86.52,15.0,1,0,cheque,1
509,33,month-to-month,36.74,31.6,1,0,bank_transfer,0
1452,27,two_year,55.71,14.1,1,1,debit,0
1479,44,two_year,92.28,33.2,0,0,debit,0
1996,60,one_year,88.12,12.3,1,1,debit,0
1391,59,one_year,96.56,18.0,3,0,credit_card,0
92,35,two_year,77.95,19.3,1,1,debit,0
1364,68,month-to-month,104.81,10.7,2,0,bank_transfer,0
898,56,month-to-month,59.23,10.7,1,1,debit,0
565,9,two_year,43.41,9.4,0,0,credit_card,1
1370,58,month-to-month,103.25,13.2,1,0,debit,0
777,61,month-to-month,62.51,9.5,2,0,credit_card,0
242,47,one_year,99.29,3.0,1,0,cheque,0
14,24,two_year,83.04,15.9,1,0,credit_card,1
316,52,month-to-month,64.67,19.7,1,0,debit,0
601,38,one_year,109.34,9.6,1,0,cheque,0
388,13,two_year,96.32,8.1,2,0,bank_transfer,1
1298,25,month-to-month,32.18,14.3,1,0,credit_card,0
167,14,one_year,84.0,14.7,1,0,cheque,1
841,36,one_year,104.36,20.8,2,0,credit_card,1
21,67,month-to-month,71.66,9.5,2,0,credit_card,1
647,9,two_year,57.81,14.1,0,0,debit,1
1843,24,two_year,85.74,11.5,3,0,credit_card,1
1509,16,month-to-month,29.47,1.6,0,0,cheque,0
1155,39,month-to-month,109.91,4.4,1,0,bank_transfer,0
1529,62,one_year,35.75,14.5,0,0,debit,0
832,7,two_year,91.29,15.0,1,0,credit_card,0
1268,61,month-to-month,67.94,21.8,2,0,debit,1
1591,22,one_year,104.32,25.8,1,0,cheque,1
1900,47,month-to-month,41.34,,0,1,debit,0
563,36,two_year,34.64,5.6,0,0,debit,0
1977,33,month-to-month,73.41,7.9,1,1,cheque,1
687,14,month-to-month,106.93,10.0,0,0,bank_transfer,1
958,23,month-to-month,97.95,7.0,0,0,credit_card,0
190,26,month-to-month,103.8,4.0,1,0,credit_card,0
1807,53,two_year,87.64,15.6,1,0,bank_transfer,0
976,36,one_year,97.34,11.3,1,0,bank_transfer,0
700,70,two_year,38.01,,1,1,cheque,0
1500,54,one_year,39.83,11.1,2,1,credit_card,1
1706,48,one_year,67.56,7.1,2,0,bank_transfer,1
511,19,month-to-month,109.24,9.7,3,0,credit_card,1
1083,68,month-to-month,25.74,12.2,2,0,cheque,0
475,20,one_year,41.8,6.6,2,0,cheque,1
1585,65,month-to-month,75.35,12.6,3,0,credit_card,1
857,28,month-to-month,33.23,23.5,2,0,debit,1
748,12,one_year,61.44,14.3,3,0,bank_transfer,1
